mu_B,energy_density,pressure
1261.0,269.8059214777603,75.64177494381521
1262.0,270.3084515732263,75.99262170566033
1263.0,270.8110461699536,76.343989269379
1264.0,271.3137072874463,76.69587722756377
1265.0,271.8164369292874,77.04828517582021
1266.0,272.3192370833079,77.40121271273867
1267.0,272.82210972175176,77.75465943986595
1268.0,273.3250568014415,78.10862496167744
1269.0,273.8280802639394,78.46310888554986
1270.0,274.33118203570643,78.81811082173385
1271.0,274.83436402826175,79.17363038332725
1272.0,275.3376281383364,79.52966718624849
1273.0,275.8409762480283,79.88622084921057
1274.0,276.34441022495304,80.24329099369496
1275.0,276.84793192239346,80.60087724392612
1276.0,277.351543179448,80.9589792268462
1277.0,277.8552458211758,81.3175965720902
1278.0,278.3590416587405,81.67672891196072
1279.0,278.86293248955315,82.03637588140431
1280.0,279.36692009741125,82.39653711798688
1281.0,279.871006252638,82.75721226186964
1282.0,280.3751927122186,83.11840095578619
1283.0,280.8794812199354,83.48010284501878
1284.0,281.3838735065011,83.84231757737518
1285.0,281.88837128968964,84.20504480316615
1286.0,282.3929762744673,84.568284175183
1287.0,282.89769015311936,84.93203534867486
1288.0,283.4025146053784,85.2962979813273
1289.0,283.9074512985484,85.66107173324023
1290.0,284.4125018876277,86.02635626690628
1291.0,284.9176680154323,86.39215124719013
1292.0,285.42295131271544,86.75845634130643
1293.0,285.9283533982865,87.12527121880024
1294.0,286.4338758791287,87.49259555152558
1295.0,286.9395203505156,87.8604290136256
1296.0,287.4452883961245,88.22877128151212
1297.0,287.95118158815075,88.59762203384604
1298.0,288.45720148741907,88.96698095151758
1299.0,288.96334964349387,89.33684771762677
1300.0,289.469627594789,89.70722201746452
1301.0,289.97603686867467,90.07810353849304
1302.0,290.4825789815846,90.44949197032777
1303.0,290.98925543912094,90.82138700471813
1304.0,291.49606773615835,91.1937883355296
1305.0,292.0030173569462,91.5666956587253
1306.0,292.5101057752106,91.94010867234782
1307.0,293.0173344542546,92.31402707650196
1308.0,293.5247048470567,92.6884505733365
1309.0,294.0322183963692,93.06337886702734
1310.0,294.5398765348148,93.43881166375982
1311.0,295.047680685015,93.81474867168986
1312.0,295.5556322595541,94.19118960101524
1313.0,296.0637326612663,94.56813416382667
1314.0,296.5719832831506,94.94558207419911
1315.0,297.08038550868633,95.323533048071
1316.0,297.58894071164735,95.70198680336154
1317.0,298.0976502563613,96.08094305985762
1318.0,298.60651549282306,96.46040153923545
1319.0,299.1155377733235,96.84036196086005
1320.0,299.6247184453303,97.22082406421698
1321.0,300.1340588122295,97.6017875589542
1322.0,300.64356020478994,97.98325218343474
1323.0,301.153223930691,98.36521766666365
1324.0,301.66305129015984,98.74768374113647
1325.0,302.17304357460984,99.13065014110762
1326.0,302.68320206676407,99.5141166026188
1327.0,303.19352816205526,99.89808297450223
1328.0,303.7040229380233,100.28254882653782
1329.0,304.21468771969944,100.66751396072267
1330.0,304.72552374598393,101.05297811030101
1331.0,305.23653197015557,101.43894074767606
1332.0,305.74771416800246,101.82540213330407
1333.0,306.2590713139635,102.21236178003076
1334.0,306.77060462655993,102.59981944039018
1335.0,307.2823153185015,102.98777487097438
1336.0,307.79420459725617,103.37622783302439
1337.0,308.3062736098383,103.7651780330102
1338.0,308.8185235885662,104.15462527831293
1339.0,309.33095569266226,104.54456930896956
1340.0,309.8435710906852,104.93500988427978
1341.0,310.35637094356724,105.32594676509973
1342.0,310.8693564046794,105.71737971382935
1343.0,311.3825286198985,106.10930849440089
1344.0,311.895888727673,106.50173287226585
1345.0,312.40943785908695,106.89465261438399
1346.0,312.9231771379249,107.28806748921053
1347.0,313.43710768073487,107.68197726668515
1348.0,313.95123059689087,108.0763817182199
1349.0,314.4655469886559,108.4712806166878
1350.0,314.980057953923,108.86667373658344
1351.0,315.49476457565225,109.26256085335407
1352.0,316.00966793771994,109.65894174433207
1353.0,316.52476911454863,110.0558161881218
1354.0,317.0400691737497,110.45318396473249
1355.0,317.55556917618156,110.85104485556778
1356.0,318.07127017600607,111.24939864341464
1357.0,318.5871732207471,111.64824511243286
1358.0,319.10327935134535,112.04758404814461
1359.0,319.6195896022151,112.44741523742348
1360.0,320.1361050012985,112.84773846848508
1361.0,320.652826570121,113.24855353087591
1362.0,321.16975532384413,113.64986021546326
1363.0,321.68689227132035,114.05165831442602
1364.0,322.2042384151445,114.45394762124378
1365.0,322.7217947517068,114.85672793068727
1366.0,323.2395622712448,115.25999903880883
1367.0,323.7575419578938,115.66376074293237
1368.0,324.27573478973835,116.068012841644
1369.0,324.7941417388615,116.47275513478247
1370.0,325.3127637713954,116.8779874234298
1371.0,325.8316018475698,117.283709509902
1372.0,326.35065692176033,117.68992119773964
1373.0,326.86992994253785,118.09662229169896
1374.0,327.38942185271435,118.5038125977427
1375.0,327.90913358939144,118.91149192303091
1376.0,328.42906608400654,119.31966007591237
1377.0,328.94922026237873,119.72831686591599
1378.0,329.46959704475495,120.13746210374126
1379.0,329.99019734585494,120.54709560125052
1380.0,330.51102207491573,120.95721717145958
1381.0,331.0320721357367,121.36782662852983
1382.0,331.55334842672283,121.77892378776004
1383.0,332.07485184092826,122.19050846557684
1384.0,332.5965832660995,122.60258047952776
1385.0,333.1185435847177,123.01513964827247
1386.0,333.6407336740408,123.42818579157446
1387.0,334.1631544061457,123.84171873029358
1388.0,334.68580664796855,124.25573828637766
1389.0,335.20869126134704,124.67024428285471
1390.0,335.73180910305945,125.08523654382503
1391.0,336.25516102486574,125.50071489445372
1392.0,336.7787478735468,125.91667916096266
1393.0,337.30257049094376,126.33312917062335
1394.0,337.82662971399697,126.7500647517487
1395.0,338.3509263747845,127.16748573368629
1396.0,338.87546130056,127.58539194681043
1397.0,339.40023531379126,128.00378322251515
1398.0,339.9252492321965,128.42265939320657
1399.0,340.45050386878233,128.8420202922962
1400.0,340.9760000318799,129.26186575419308
1401.0,341.5017385251812,129.6821956142976
1402.0,342.02772014777577,130.10300970899348
1403.0,342.55394569418513,130.52430787564182
1404.0,343.0804159543989,130.94608995257317
1405.0,343.6071317139094,131.3683557790817
1406.0,344.1340937537465,131.79110519541766
1407.0,344.6613028505112,132.2143380427809
1408.0,345.1887597764111,132.63805416331454
1409.0,345.7164652992917,133.0622534000978
1410.0,346.24442018267183,133.4869355971398
1411.0,346.7726251857753,133.91210059937285
1412.0,347.30108106356437,134.3377482526467
1413.0,347.8297885667714,134.76387840372087
1414.0,348.35874844193137,135.19049090025968
1415.0,348.88796143141326,135.61758559082517
1416.0,349.41742827345206,136.04516232487103
1417.0,349.94714970217916,136.4732209527366
1418.0,350.47712644765375,136.90176132564062
1419.0,351.0073592358932,137.3307832956755
1420.0,351.53784878890315,137.76028671580062
1421.0,352.0685958247078,138.19027143983692
1422.0,352.5996010573797,138.62073732246117
1423.0,353.13086519706866,139.05168421919967
1424.0,353.6623889500312,139.48311198642227
1425.0,354.1941730186595,139.9150204813374
1426.0,354.7262181015103,140.34740956198573
1427.0,355.2585248933325,140.78027908723473
1428.0,355.79109408509584,141.21362891677302
1429.0,356.32392636401846,141.64745891110462
1430.0,356.8570224135951,142.08176893154408
1431.0,357.390382913623,142.51655884020994
1432.0,357.9240085402308,142.9518285000207
1433.0,358.4578999659036,143.3875777746878
1434.0,358.9920578595112,143.82380652871186
1435.0,359.52648288633327,144.26051462737627
1436.0,360.06117570808556,144.69770193674242
1437.0,360.59613698294646,145.13536832364457
1438.0,361.13136736558204,145.5735136556845
1439.0,361.6668675071712,146.0121378012263
1440.0,362.20263805543203,146.45124062939155
1441.0,362.7386796546453,146.8908220100542
1442.0,363.27499294567997,147.33088181383556
1443.0,363.8115785660174,147.77141991209905
1444.0,364.3484371497764,148.21243617694603
1445.0,364.8855693277357,148.65393048120998
1446.0,365.42297572735964,149.09590269845262
1447.0,365.96065697282023,149.53835270295858
1448.0,366.4986136850218,149.9812803697304
1449.0,367.036846481623,150.42468557448439
1450.0,367.575355977061,150.8685681936456
1451.0,368.11414278257365,151.31292810434354
1452.0,368.653207506222,151.75776518440696
1453.0,369.1925507529129,152.2030793123598
1454.0,369.73217312442154,152.64887036741672
1455.0,370.2720752194125,153.09513822947804
1456.0,370.8122576334627,153.54188277912576
1457.0,371.3527209590821,153.98910389761932
1458.0,371.8934657857358,154.43680146689036
1459.0,372.43449269986485,154.88497536953935
1460.0,372.9758022849078,155.3336254888308
1461.0,373.5173951213204,155.78275170868883
1462.0,374.05927178659834,156.23235391369337
1463.0,374.60143285529557,156.68243198907544
1464.0,375.1438788990463,157.13298582071363
1465.0,375.686610486584,157.58401529512903
1466.0,376.2296281837626,158.03552029948207
1467.0,376.7729325535749,158.48750072156767
1468.0,377.31652415617344,158.93995644981166
1469.0,377.8604035488891,159.39288737326677
1470.0,378.4045712862512,159.8462933816082
1471.0,378.94902792000613,160.3001743651303
1472.0,379.49377399913647,160.75453021474198
1473.0,380.03881006987984,161.20936082196343
1474.0,380.5841366757473,161.66466607892144
1475.0,381.12975435754254,162.12044587834674
1476.0,381.67566365337933,162.57670011356925
1477.0,382.2218650987006,163.0334286785147
1478.0,382.7683592262956,163.49063146770024
1479.0,383.3151465663185,163.94830837623206
1480.0,383.8622276463059,164.40645929980062
1481.0,384.4096029911938,164.86508413467678
1482.0,384.9572731233367,165.32418277770955
1483.0,385.5052385625223,165.7837551263207
1484.0,386.05349982599154,166.2438010785029
1485.0,386.60205742845335,166.70432053281468
1486.0,387.15091188210266,167.16531338837788
1487.0,387.70006369663696,167.6267795448739
1488.0,388.2495133792723,168.08871890254005
1489.0,388.7992614347608,168.55113136216633
1490.0,389.3493083654059,169.0140168250917
1491.0,389.89965467107925,169.4773751932013
1492.0,390.4503008492364,169.94120636892225
1493.0,391.0012473949327,170.40551025522095
1494.0,391.5524948008397,170.8702867555997
1495.0,392.10404355725984,171.33553577409316
1496.0,392.65589415214254,171.8012572152652
1497.0,393.2080470710993,172.2674509842054
1498.0,393.7605027974196,172.73411698652657
1499.0,394.3132618120853,173.20125512836063
1500.0,394.866324593786,173.6688653163562
1501.0,395.41969161893394,174.13694745767515
1502.0,395.97336336167893,174.6055014599892
1503.0,396.52734029392235,175.07452723147713
1504.0,397.08162288533254,175.54402468082185
1505.0,397.6362116033591,176.01399371720734
1506.0,398.1911069132459,176.4844342503147
1507.0,398.7463092780475,176.95534619032048
1508.0,399.3018191586414,177.42672944789325
1509.0,399.8576370137429,177.89858393418987
1510.0,400.41376329991846,178.37090956085382
1511.0,400.97019847159976,178.8437062400108
1512.0,401.52694298109725,179.31697388426738
1513.0,402.08399727861405,179.79071240670717
1514.0,402.6413618122582,180.26492172088803
1515.0,403.1990370280573,180.73960174083948
1516.0,403.75702336997114,181.21475238105978
1517.0,404.31532127990454,181.690373556513
1518.0,404.873931197721,182.16646518262658
1519.0,405.43285356125494,182.64302717528858
1520.0,405.99208880632506,183.12005945084422
1521.0,406.5516373667462,183.59756192609396
1522.0,407.11149967434324,184.07553451829068
1523.0,407.671676158962,184.5539771451364
1524.0,408.23216724848294,185.03288972478066
1525.0,408.79297336883303,185.5122721758169
1526.0,409.3540949439975,185.99212441728017
1527.0,409.9155323960327,186.47244636864488
1528.0,410.4772861450775,186.95323794982184
1529.0,411.03935660936565,187.43449908115582
1530.0,411.60174420523737,187.9162296834229
1531.0,412.16444934715065,188.3984296778279
1532.0,412.72747244769414,188.8810989860023
1533.0,413.29081391759735,189.36423753000128
1534.0,413.8544741657429,189.84784523230132
1535.0,414.41845359917767,190.3319220157979
1536.0,414.98275262312393,190.81646780380282
1537.0,415.54737164099095,191.30148252004255
1538.0,416.11231105438554,191.78696608865425
1539.0,416.67757126312387,192.27291843418527
1540.0,417.24315266524155,192.75933948158934
1541.0,417.80905565700505,193.24622915622496
1542.0,418.37528063292194,193.7335873838525
1543.0,418.94182798575287,194.2214140906328
1544.0,419.50869810652057,194.70970920312368
1545.0,420.0758913845211,195.19847264827865
1546.0,420.64340820733435,195.68770435344413
1547.0,421.2112489608346,196.17740424635718
1548.0,421.77941402920067,196.66757225514357
1549.0,422.34790379492534,197.15820830831518
1550.0,422.91671863882715,197.6493123347682
1551.0,423.4858589400586,198.1408842637805
1552.0,424.0553250761177,198.63292402500952
1553.0,424.6251174228573,199.12543154849078
1554.0,425.19523635449417,199.6184067646347
1555.0,425.76568224362023,200.11184960422506
1556.0,426.33645546121096,200.6057599984169
1557.0,426.90755637663597,201.100137878734
1558.0,427.47898535766774,201.59498317706752
1559.0,428.05074277049175,202.09029582567305
1560.0,428.6228289797158,202.58607575716945
1561.0,429.19524434837837,203.0823229045356
1562.0,429.7679892379598,203.57903720110968
1563.0,430.34106400838965,204.07621858058656
1564.0,430.91446901805665,204.57386697701523
1565.0,431.48820462381804,205.07198232479814
1566.0,432.06227118100793,205.5705645586878
1567.0,432.6366690434466,206.06961361378578
1568.0,433.21139856344917,206.5691294255402
1569.0,433.7864600918348,207.06911192974437
1570.0,434.3618539779349,207.56956106253406
1571.0,434.9375805696026,208.07047676038653
1572.0,435.51364021321973,208.57185896011768
1573.0,436.09003325370736,209.0737075988807
1574.0,436.66676003453347,209.57602261416457
1575.0,437.24382089772064,210.07880394379112
1576.0,437.82121618385565,210.58205152591412
1577.0,438.39894623209676,211.0857652990169
1578.0,438.9770113801829,211.58994520191115
1579.0,439.5554119645023,212.09459117370912
1580.0,440.1341483198555,212.5997031539231
1581.0,440.7132207798322,213.10528108231208
1582.0,441.29262967657274,213.6113248989813
1583.0,441.87237534083835,214.11783454435505
1584.0,442.4524581020186,214.62480995917454
1585.0,443.032878281392,215.13225104459147
1586.0,443.61363622353304,215.64015784626582
1587.0,444.1947322400164,216.1485302281935
1588.0,444.77616665604955,216.65736813824327
1589.0,445.3579397951122,217.16667152290407
1590.0,445.9400519790128,217.67644032739503
1591.0,446.52250352796466,218.1866744958843
1592.0,447.10529476067506,218.69737397181257
1593.0,447.6884259944407,219.2085386982836
1594.0,448.2718975452359,219.72016861846848
1595.0,448.85570972777856,220.2322636759519
1596.0,449.4398628555688,220.74482381494556
1597.0,450.02435720352884,221.2578487226773
1598.0,450.6091931692645,221.7713389369838
1599.0,451.194371010656,222.28529405365236
1600.0,451.7798910363027,222.7997140176252
